Employee ID,Application,Entitlement Name,Entitlement ID,Access Level
F280634,Active Directory,AD-Email,AD002,Read
F280634,Active Directory,AD-Intranet,AD003,Read
F280634,HR Portal,HRP-SelfService,HRP001,Read
F280634,HR Portal,HRP-TimeEntry,HRP002,Write
F280634,Compliance Training,CT-AnnualCert,CT001,Execute
F280634,CRM Platform,CRM-ClientView,CRM001,Read
F280634,CRM Platform,CRM-ClientEdit,CRM002,Write
F280634,CRM Platform,CRM-DealPipeline,CRM003,Write
F280634,CRM Platform,CRM-Reports,CRM004,Read
F280634,Credit Analysis System,CAS-CreditView,CAS001,Read
F280634,Credit Analysis System,CAS-CreditScore,CAS002,Execute
F280634,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
F280634,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
F280634,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
F280634,Transaction Banking Platform,TBP-Custody,TBP004,Read
F280634,KYC System,KYC-ClientDueDiligence,KYC001,Read
F280634,KYC System,KYC-RiskRating,KYC002,Write
F280634,HR Portal,HRP-TeamView,HRP010,Read
F280634,HR Portal,HRP-Approval,HRP011,Approve
F280634,HR Portal,HRP-BudgetView,HRP012,Read
F280634,HR Portal,HRP-HiringApproval,HRP013,Approve
F280634,Financial Reporting,FR-ExecDashboard,FR020,Read
F280634,Compliance Platform,CMP-APACRegulatory,CMP013,Read
L300782,Active Directory,AD-Login,AD001,Read
L300782,Active Directory,AD-Email,AD002,Read
L300782,Active Directory,AD-Intranet,AD003,Read
L300782,HR Portal,HRP-SelfService,HRP001,Read
L300782,HR Portal,HRP-TimeEntry,HRP002,Write
L300782,Compliance Training,CT-AnnualCert,CT001,Execute
L300782,Strategy Platform,SP-MarketAnalysis,SP001,Read
L300782,Strategy Platform,SP-CompetitorIntel,SP002,Read
L300782,Strategy Platform,SP-StrategyDocs,SP003,Write
L300782,M&A Platform,MA-DealRoom,MA001,Read
L300782,M&A Platform,MA-Valuation,MA002,Execute
L300782,M&A Platform,MA-DueDiligence,MA003,Write
L300782,IR Platform,IR-ESGReporting,IR003,Write
L300782,Financial Reporting,FR-StratReports,FR010,Read
L300782,HR Portal,HRP-TeamView,HRP010,Read
L300782,HR Portal,HRP-BudgetView,HRP012,Read
L300782,Compliance Platform,CMP-APACRegulatory,CMP013,Read
K385870,Active Directory,AD-Login,AD001,Read
K385870,Active Directory,AD-Email,AD002,Read
K385870,Active Directory,AD-Intranet,AD003,Read
K385870,HR Portal,HRP-SelfService,HRP001,Read
K385870,HR Portal,HRP-TimeEntry,HRP002,Write
K385870,Compliance Training,CT-AnnualCert,CT001,Execute
K385870,Strategy Platform,SP-MarketAnalysis,SP001,Read
K385870,Strategy Platform,SP-CompetitorIntel,SP002,Read
K385870,Strategy Platform,SP-StrategyDocs,SP003,Write
K385870,M&A Platform,MA-DealRoom,MA001,Read
K385870,M&A Platform,MA-Valuation,MA002,Execute
K385870,M&A Platform,MA-DueDiligence,MA003,Write
K385870,IR Platform,IR-Filings,IR001,Write
K385870,IR Platform,IR-InvestorComms,IR002,Write
K385870,IR Platform,IR-ESGReporting,IR003,Write
K385870,Financial Reporting,FR-StratReports,FR010,Read
K385870,HR Portal,HRP-TeamView,HRP010,Read
K385870,HR Portal,HRP-Approval,HRP011,Approve
K385870,HR Portal,HRP-BudgetView,HRP012,Read
K385870,Compliance Platform,CMP-USRegulatory,CMP010,Read
K064964,Active Directory,AD-Login,AD001,Read
K064964,Active Directory,AD-Intranet,AD003,Read
K064964,HR Portal,HRP-SelfService,HRP001,Read
K064964,HR Portal,HRP-TimeEntry,HRP002,Write
K064964,Compliance Training,CT-AnnualCert,CT001,Execute
K064964,Core Banking System,CBS-AccountView,CBS001,Read
K064964,Core Banking System,CBS-AccountOpen,CBS002,Write
K064964,Core Banking System,CBS-LoanOriginate,CBS003,Write
K064964,Digital Banking Platform,DBP-MobileConfig,DBP001,Write
K064964,Digital Banking Platform,DBP-CardMgmt,DBP003,Write
K064964,CRM Platform,CRM-RetailClient,CRM010,Read
K064964,CRM Platform,CRM-SBBClient,CRM011,Read
K064964,CRM Platform,CRM-Campaigns,CRM012,Write
K064964,Compliance Platform,CMP-USRegulatory,CMP010,Read
K064964,KYC System,KYC-Oversight,KYC020,Read
K064964,KYC System,KYC-Escalation,KYC021,Write
K169574,Active Directory,AD-Login,AD001,Read
K169574,Active Directory,AD-Email,AD002,Read
K169574,Active Directory,AD-Intranet,AD003,Read
K169574,HR Portal,HRP-SelfService,HRP001,Read
K169574,HR Portal,HRP-TimeEntry,HRP002,Write
K169574,Wealth Platform,WP-InvestAdvice,WP002,Write
K169574,Wealth Platform,WP-OrderExec,WP003,Execute
K169574,Wealth Platform,WP-FinancialPlan,WP004,Write
K169574,Trust System,TS-EstatePlan,TS002,Write
K169574,Trust System,TS-Fiduciary,TS003,Execute
K169574,CRM Platform,CRM-HNWClient,CRM020,Read
K169574,CRM Platform,CRM-Referrals,CRM022,Write
K169574,KYC System,KYC-WealthDueDiligence,KYC010,Read
K169574,KYC System,KYC-SourceOfWealth,KYC011,Write
K169574,HR Portal,HRP-TeamView,HRP010,Read
K169574,Compliance Platform,CMP-USRegulatory,CMP010,Read
T434024,Active Directory,AD-Login,AD001,Read
T434024,Active Directory,AD-Email,AD002,Read
T434024,Active Directory,AD-Intranet,AD003,Read
T434024,HR Portal,HRP-SelfService,HRP001,Read
T434024,HR Portal,HRP-TimeEntry,HRP002,Write
T434024,Compliance Training,CT-AnnualCert,CT001,Execute
T434024,General Ledger,GL-JournalEntry,GL001,Write
T434024,General Ledger,GL-AccountRecon,GL003,Write
T434024,General Ledger,GL-TrialBalance,GL004,Read
T434024,Financial Reporting,FR-MgmtReports,FR001,Read
T434024,Financial Reporting,FR-RegReports,FR002,Read
T434024,Financial Reporting,FR-Consolidation,FR003,Execute
T434024,Budget System,BS-BudgetEntry,BS001,Write
T434024,Budget System,BS-Forecast,BS002,Write
T434024,Accounts Payable,AP-InvoiceEntry,AP001,Write
T434024,Accounts Payable,AP-PaymentRun,AP002,Execute
T434024,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
L404362,Active Directory,AD-Login,AD001,Read
L404362,Active Directory,AD-Email,AD002,Read
L404362,Active Directory,AD-Intranet,AD003,Read
L404362,HR Portal,HRP-SelfService,HRP001,Read
L404362,HR Portal,HRP-TimeEntry,HRP002,Write
L404362,Compliance Training,CT-AnnualCert,CT001,Execute
L404362,HRIS,HRIS-EmpRecords,HRIS001,Write
L404362,HRIS,HRIS-PayrollProcess,HRIS003,Execute
L404362,HRIS,HRIS-Benefits,HRIS004,Write
L404362,Recruiting Platform,RP-JobPost,RP001,Write
L404362,Recruiting Platform,RP-CandidateReview,RP002,Read
L404362,Recruiting Platform,RP-OfferMgmt,RP003,Write
L404362,Learning Management,LMS-ReportView,LMS003,Read
L404362,Performance System,PS-GoalSetting,PS001,Write
L404362,HR Portal,HRP-TeamView,HRP010,Read
L404362,HR Portal,HRP-Approval,HRP011,Approve
L404362,HR Portal,HRP-BudgetView,HRP012,Read
L404362,Compliance Platform,CMP-APACRegulatory,CMP013,Read
A795997,Active Directory,AD-Login,AD001,Read
A795997,Active Directory,AD-Email,AD002,Read
A795997,Active Directory,AD-Intranet,AD003,Read
A795997,HR Portal,HRP-SelfService,HRP001,Read
A795997,HR Portal,HRP-TimeEntry,HRP002,Write
A795997,Compliance Training,CT-AnnualCert,CT001,Execute
A795997,Wealth Platform,WP-InvestAdvice,WP002,Write
A795997,Wealth Platform,WP-OrderExec,WP003,Execute
A795997,Wealth Platform,WP-FinancialPlan,WP004,Write
A795997,Trust System,TS-TrustAdmin,TS001,Read
A795997,Trust System,TS-EstatePlan,TS002,Write
A795997,CRM Platform,CRM-HNWClient,CRM020,Read
A795997,CRM Platform,CRM-UHNWClient,CRM021,Read
A795997,CRM Platform,CRM-Referrals,CRM022,Write
A795997,KYC System,KYC-WealthDueDiligence,KYC010,Read
A795997,KYC System,KYC-SourceOfWealth,KYC011,Write
A795997,HR Portal,HRP-TeamView,HRP010,Read
A795997,Compliance Platform,CMP-APACRegulatory,CMP013,Read
D576107,Active Directory,AD-Login,AD001,Read
D576107,Active Directory,AD-Email,AD002,Read
D576107,Active Directory,AD-Intranet,AD003,Read
D576107,HR Portal,HRP-SelfService,HRP001,Read
D576107,HR Portal,HRP-TimeEntry,HRP002,Write
D576107,Compliance Training,CT-AnnualCert,CT001,Execute
D576107,ServiceNow,SN-IncidentMgmt,SN001,Write
D576107,ServiceNow,SN-ChangeMgmt,SN002,Write
D576107,ServiceNow,SN-ProblemMgmt,SN003,Write
D576107,ServiceNow,SN-AssetMgmt,SN004,Read
D576107,CI/CD Platform,CICD-Build,CICD001,Execute
D576107,CI/CD Platform,CICD-Deploy,CICD002,Execute
D576107,CI/CD Platform,CICD-RepoAccess,CICD003,Write
D576107,Cloud Platform,CP-AWSConsole,CP001,Read
D576107,Cloud Platform,CP-AzureConsole,CP002,Read
D576107,Monitoring Tools,MT-Splunk,MT001,Read
D576107,Monitoring Tools,MT-Grafana,MT002,Read
D576107,HR Portal,HRP-Approval,HRP011,Approve
D576107,Compliance Platform,CMP-EURegulatory,CMP011,Read
X391563,Active Directory,AD-Login,AD001,Read
X391563,Active Directory,AD-Email,AD002,Read
X391563,Active Directory,AD-Intranet,AD003,Read
X391563,HR Portal,HRP-SelfService,HRP001,Read
X391563,HR Portal,HRP-TimeEntry,HRP002,Write
X391563,Compliance Training,CT-AnnualCert,CT001,Execute
X391563,CRM Platform,CRM-ClientEdit,CRM002,Write
X391563,CRM Platform,CRM-DealPipeline,CRM003,Write
X391563,Credit Analysis System,CAS-CreditView,CAS001,Read
X391563,Credit Analysis System,CAS-CreditScore,CAS002,Execute
X391563,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
X391563,Credit Analysis System,CAS-LimitSet,CAS004,Write
X391563,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
X391563,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
X391563,Transaction Banking Platform,TBP-Payments,TBP003,Execute
X391563,Transaction Banking Platform,TBP-Custody,TBP004,Read
X391563,KYC System,KYC-ClientDueDiligence,KYC001,Read
X391563,Compliance Platform,CMP-APACRegulatory,CMP013,Read
X062732,Active Directory,AD-Login,AD001,Read
X062732,Active Directory,AD-Email,AD002,Read
X062732,Active Directory,AD-Intranet,AD003,Read
X062732,HR Portal,HRP-SelfService,HRP001,Read
X062732,Compliance Training,CT-AnnualCert,CT001,Execute
X062732,CRM Platform,CRM-ClientView,CRM001,Read
X062732,CRM Platform,CRM-ClientEdit,CRM002,Write
X062732,CRM Platform,CRM-DealPipeline,CRM003,Write
X062732,CRM Platform,CRM-Reports,CRM004,Read
X062732,Credit Analysis System,CAS-CreditView,CAS001,Read
X062732,Credit Analysis System,CAS-CreditScore,CAS002,Execute
X062732,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
X062732,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
X062732,Transaction Banking Platform,TBP-Payments,TBP003,Execute
X062732,KYC System,KYC-ClientDueDiligence,KYC001,Read
X062732,KYC System,KYC-RiskRating,KYC002,Write
X062732,Compliance Platform,CMP-USRegulatory,CMP010,Read
B059816,Active Directory,AD-Login,AD001,Read
B059816,Active Directory,AD-Email,AD002,Read
B059816,HR Portal,HRP-SelfService,HRP001,Read
B059816,HR Portal,HRP-TimeEntry,HRP002,Write
B059816,Compliance Training,CT-AnnualCert,CT001,Execute
B059816,Core Banking System,CBS-AccountView,CBS001,Read
B059816,Core Banking System,CBS-AccountOpen,CBS002,Write
B059816,Core Banking System,CBS-LoanOriginate,CBS003,Write
B059816,Digital Banking Platform,DBP-MobileConfig,DBP001,Write
B059816,Digital Banking Platform,DBP-CardMgmt,DBP003,Write
B059816,CRM Platform,CRM-RetailClient,CRM010,Read
B059816,CRM Platform,CRM-SBBClient,CRM011,Read
B059816,CRM Platform,CRM-Campaigns,CRM012,Write
B059816,Collections System,COL-DelinqView,COL001,Read
B059816,Collections System,COL-Workout,COL002,Write
B059816,Compliance Platform,CMP-APACRegulatory,CMP013,Read
R670130,Active Directory,AD-Login,AD001,Read
R670130,Active Directory,AD-Email,AD002,Read
R670130,Active Directory,AD-Intranet,AD003,Read
R670130,HR Portal,HRP-SelfService,HRP001,Read
R670130,HR Portal,HRP-TimeEntry,HRP002,Write
R670130,Compliance Training,CT-AnnualCert,CT001,Execute
R670130,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
R670130,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
R670130,Enterprise Risk Platform,ERP-RiskApproval,ERP003,Approve
R670130,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
R670130,Credit Risk System,CRS-PortfolioView,CRS001,Read
R670130,Credit Risk System,CRS-Provisioning,CRS003,Write
R670130,Operational Risk System,ORS-IncidentLog,ORS001,Write
R670130,Operational Risk System,ORS-RCSA,ORS002,Write
R670130,Operational Risk System,ORS-ThirdParty,ORS004,Read
R670130,Compliance Training,CT-RiskCert,CT010,Execute
R670130,HR Portal,HRP-TeamView,HRP010,Read
R670130,HR Portal,HRP-Approval,HRP011,Approve
R670130,HR Portal,HRP-BudgetView,HRP012,Read
R670130,HR Portal,HRP-HiringApproval,HRP013,Approve
R670130,Financial Reporting,FR-ExecDashboard,FR020,Read
R670130,Compliance Platform,CMP-APACRegulatory,CMP013,Read
S104856,Active Directory,AD-Login,AD001,Read
S104856,Active Directory,AD-Email,AD002,Read
S104856,Active Directory,AD-Intranet,AD003,Read
S104856,HR Portal,HRP-SelfService,HRP001,Read
S104856,HR Portal,HRP-TimeEntry,HRP002,Write
S104856,Compliance Training,CT-AnnualCert,CT001,Execute
S104856,Trading Platform,TP-RatesTrading,TP002,Execute
S104856,Trading Platform,TP-CreditTrading,TP003,Execute
S104856,Trading Platform,TP-EquityTrading,TP004,Execute
S104856,Risk Analytics,RA-MarketRisk,RA001,Read
S104856,Risk Analytics,RA-VaR,RA002,Execute
S104856,Risk Analytics,RA-StressTest,RA003,Execute
S104856,Treasury Management,TM-ALM,TM001,Read
S104856,Treasury Management,TM-Liquidity,TM002,Read
S104856,Treasury Management,TM-FundTransfer,TM003,Execute
S104856,Treasury Management,TM-CapitalAlloc,TM004,Write
S104856,Bloomberg Terminal,BT-MarketData,BT001,Read
S104856,Bloomberg Terminal,BT-Analytics,BT002,Execute
S104856,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
S104856,Learning Management,LMS-CourseAdmin,LMS001,Admin
S104856,Learning Management,LMS-ContentCreate,LMS002,Write
Z675452,Active Directory,AD-Login,AD001,Read
Z675452,Active Directory,AD-Email,AD002,Read
Z675452,Active Directory,AD-Intranet,AD003,Read
Z675452,HR Portal,HRP-SelfService,HRP001,Read
Z675452,HR Portal,HRP-TimeEntry,HRP002,Write
Z675452,Compliance Training,CT-AnnualCert,CT001,Execute
Z675452,Wealth Platform,WP-ClientPortfolio,WP001,Read
Z675452,Wealth Platform,WP-InvestAdvice,WP002,Write
Z675452,Wealth Platform,WP-OrderExec,WP003,Execute
Z675452,Wealth Platform,WP-FinancialPlan,WP004,Write
Z675452,Trust System,TS-TrustAdmin,TS001,Read
Z675452,Trust System,TS-EstatePlan,TS002,Write
Z675452,Trust System,TS-Fiduciary,TS003,Execute
Z675452,CRM Platform,CRM-HNWClient,CRM020,Read
Z675452,CRM Platform,CRM-UHNWClient,CRM021,Read
Z675452,KYC System,KYC-WealthDueDiligence,KYC010,Read
Z675452,KYC System,KYC-SourceOfWealth,KYC011,Write
Z675452,HR Portal,HRP-TeamView,HRP010,Read
Z675452,HR Portal,HRP-Approval,HRP011,Approve
Z675452,Compliance Platform,CMP-APACRegulatory,CMP013,Read
Z527703,Active Directory,AD-Login,AD001,Read
Z527703,Active Directory,AD-Email,AD002,Read
Z527703,Active Directory,AD-Intranet,AD003,Read
Z527703,HR Portal,HRP-SelfService,HRP001,Read
Z527703,HR Portal,HRP-TimeEntry,HRP002,Write
Z527703,Compliance Training,CT-AnnualCert,CT001,Execute
Z527703,ServiceNow,SN-IncidentMgmt,SN001,Write
Z527703,ServiceNow,SN-ChangeMgmt,SN002,Write
Z527703,ServiceNow,SN-ProblemMgmt,SN003,Write
Z527703,ServiceNow,SN-AssetMgmt,SN004,Read
Z527703,CI/CD Platform,CICD-Build,CICD001,Execute
Z527703,CI/CD Platform,CICD-RepoAccess,CICD003,Write
Z527703,Cloud Platform,CP-AWSConsole,CP001,Read
Z527703,Monitoring Tools,MT-Splunk,MT001,Read
Z527703,Monitoring Tools,MT-Grafana,MT002,Read
Z527703,Monitoring Tools,MT-PagerDuty,MT003,Write
Z527703,Compliance Platform,CMP-USRegulatory,CMP010,Read
H394089,Active Directory,AD-Login,AD001,Read
H394089,Active Directory,AD-Email,AD002,Read
H394089,Active Directory,AD-Intranet,AD003,Read
H394089,HR Portal,HRP-TimeEntry,HRP002,Write
H394089,Compliance Training,CT-AnnualCert,CT001,Execute
H394089,CRM Platform,CRM-ClientView,CRM001,Read
H394089,CRM Platform,CRM-ClientEdit,CRM002,Write
H394089,CRM Platform,CRM-DealPipeline,CRM003,Write
H394089,CRM Platform,CRM-Reports,CRM004,Read
H394089,Credit Analysis System,CAS-CreditView,CAS001,Read
H394089,Credit Analysis System,CAS-CreditScore,CAS002,Execute
H394089,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
H394089,Credit Analysis System,CAS-LimitSet,CAS004,Write
H394089,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
H394089,Transaction Banking Platform,TBP-Custody,TBP004,Read
H394089,KYC System,KYC-ClientDueDiligence,KYC001,Read
H394089,KYC System,KYC-RiskRating,KYC002,Write
H394089,HR Portal,HRP-TeamView,HRP010,Read
H394089,HR Portal,HRP-Approval,HRP011,Approve
H394089,HR Portal,HRP-BudgetView,HRP012,Read
H394089,HR Portal,HRP-HiringApproval,HRP013,Approve
H394089,Compliance Platform,CMP-APACRegulatory,CMP013,Read
J932976,Active Directory,AD-Email,AD002,Read
J932976,Active Directory,AD-Intranet,AD003,Read
J932976,HR Portal,HRP-SelfService,HRP001,Read
J932976,HR Portal,HRP-TimeEntry,HRP002,Write
J932976,Compliance Training,CT-AnnualCert,CT001,Execute
J932976,General Ledger,GL-JournalEntry,GL001,Write
J932976,General Ledger,GL-JournalApprove,GL002,Approve
J932976,General Ledger,GL-AccountRecon,GL003,Write
J932976,General Ledger,GL-TrialBalance,GL004,Read
J932976,Financial Reporting,FR-Consolidation,FR003,Execute
J932976,Budget System,BS-BudgetEntry,BS001,Write
J932976,Budget System,BS-Variance,BS003,Read
J932976,Accounts Payable,AP-InvoiceEntry,AP001,Write
J932976,Accounts Payable,AP-PaymentRun,AP002,Execute
J932976,HR Portal,HRP-TeamView,HRP010,Read
J932976,HR Portal,HRP-Approval,HRP011,Approve
J932976,HR Portal,HRP-BudgetView,HRP012,Read
J932976,HR Portal,HRP-HiringApproval,HRP013,Approve
J932976,Financial Reporting,FR-ExecDashboard,FR020,Read
J932976,Financial Reporting,FR-BoardReports,FR021,Read
J932976,Strategy Platform,SP-ExecStrategy,SP010,Read
J932976,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
O633321,Active Directory,AD-Login,AD001,Read
O633321,Active Directory,AD-Email,AD002,Read
O633321,Active Directory,AD-Intranet,AD003,Read
O633321,HR Portal,HRP-SelfService,HRP001,Read
O633321,Compliance Training,CT-AnnualCert,CT001,Execute
O633321,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
O633321,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
O633321,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
O633321,Credit Risk System,CRS-PortfolioView,CRS001,Read
O633321,Credit Risk System,CRS-LossModel,CRS002,Execute
O633321,Credit Risk System,CRS-Provisioning,CRS003,Write
O633321,Operational Risk System,ORS-IncidentLog,ORS001,Write
O633321,Operational Risk System,ORS-RCSA,ORS002,Write
O633321,Operational Risk System,ORS-ThirdParty,ORS004,Read
O633321,Compliance Training,CT-RiskCert,CT010,Execute
O633321,Compliance Platform,CMP-EURegulatory,CMP011,Read
O633321,Compliance Platform,CMP-GDPR,CMP012,Read
D994536,Active Directory,AD-Login,AD001,Read
D994536,Active Directory,AD-Email,AD002,Read
D994536,Active Directory,AD-Intranet,AD003,Read
D994536,HR Portal,HRP-SelfService,HRP001,Read
D994536,HR Portal,HRP-TimeEntry,HRP002,Write
D994536,Compliance Training,CT-AnnualCert,CT001,Execute
D994536,Strategy Platform,SP-MarketAnalysis,SP001,Read
D994536,Strategy Platform,SP-CompetitorIntel,SP002,Read
D994536,Strategy Platform,SP-StrategyDocs,SP003,Write
D994536,M&A Platform,MA-DealRoom,MA001,Read
D994536,M&A Platform,MA-Valuation,MA002,Execute
D994536,M&A Platform,MA-DueDiligence,MA003,Write
D994536,IR Platform,IR-InvestorComms,IR002,Write
D994536,IR Platform,IR-ESGReporting,IR003,Write
D994536,Financial Reporting,FR-StratReports,FR010,Read
D994536,Compliance Platform,CMP-EURegulatory,CMP011,Read
D994536,Compliance Platform,CMP-GDPR,CMP012,Read
I601001,Active Directory,AD-Login,AD001,Read
I601001,Active Directory,AD-Intranet,AD003,Read
I601001,HR Portal,HRP-SelfService,HRP001,Read
I601001,HR Portal,HRP-TimeEntry,HRP002,Write
I601001,Compliance Training,CT-AnnualCert,CT001,Execute
I601001,CRM Platform,CRM-ClientView,CRM001,Read
I601001,CRM Platform,CRM-ClientEdit,CRM002,Write
I601001,CRM Platform,CRM-DealPipeline,CRM003,Write
I601001,CRM Platform,CRM-Reports,CRM004,Read
I601001,Credit Analysis System,CAS-CreditView,CAS001,Read
I601001,Credit Analysis System,CAS-CreditScore,CAS002,Execute
I601001,Credit Analysis System,CAS-LimitSet,CAS004,Write
I601001,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
I601001,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
I601001,Transaction Banking Platform,TBP-Payments,TBP003,Execute
I601001,Transaction Banking Platform,TBP-Custody,TBP004,Read
I601001,KYC System,KYC-ClientDueDiligence,KYC001,Read
I601001,KYC System,KYC-RiskRating,KYC002,Write
I601001,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
X993765,Active Directory,AD-Login,AD001,Read
X993765,Active Directory,AD-Email,AD002,Read
X993765,Active Directory,AD-Intranet,AD003,Read
X993765,HR Portal,HRP-SelfService,HRP001,Read
X993765,HR Portal,HRP-TimeEntry,HRP002,Write
X993765,Compliance Training,CT-AnnualCert,CT001,Execute
X993765,CRM Platform,CRM-ClientView,CRM001,Read
X993765,CRM Platform,CRM-DealPipeline,CRM003,Write
X993765,CRM Platform,CRM-Reports,CRM004,Read
X993765,Credit Analysis System,CAS-CreditScore,CAS002,Execute
X993765,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
X993765,Credit Analysis System,CAS-LimitSet,CAS004,Write
X993765,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
X993765,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
X993765,Transaction Banking Platform,TBP-Payments,TBP003,Execute
X993765,Transaction Banking Platform,TBP-Custody,TBP004,Read
X993765,KYC System,KYC-ClientDueDiligence,KYC001,Read
X993765,KYC System,KYC-RiskRating,KYC002,Write
X993765,HR Portal,HRP-TeamView,HRP010,Read
X993765,HR Portal,HRP-Approval,HRP011,Approve
X993765,HR Portal,HRP-BudgetView,HRP012,Read
X993765,Compliance Platform,CMP-EURegulatory,CMP011,Read
X993765,Compliance Platform,CMP-GDPR,CMP012,Read
X993765,KYC System,KYC-WealthDueDiligence,KYC010,Read
O503766,Active Directory,AD-Login,AD001,Read
O503766,Active Directory,AD-Email,AD002,Read
O503766,Active Directory,AD-Intranet,AD003,Read
O503766,HR Portal,HRP-SelfService,HRP001,Read
O503766,Compliance Training,CT-AnnualCert,CT001,Execute
O503766,Trading Platform,TP-FXTrading,TP001,Execute
O503766,Trading Platform,TP-RatesTrading,TP002,Execute
O503766,Trading Platform,TP-CreditTrading,TP003,Execute
O503766,Trading Platform,TP-EquityTrading,TP004,Execute
O503766,Risk Analytics,RA-MarketRisk,RA001,Read
O503766,Risk Analytics,RA-StressTest,RA003,Execute
O503766,Treasury Management,TM-ALM,TM001,Read
O503766,Treasury Management,TM-Liquidity,TM002,Read
O503766,Treasury Management,TM-FundTransfer,TM003,Execute
O503766,Bloomberg Terminal,BT-MarketData,BT001,Read
O503766,Bloomberg Terminal,BT-Analytics,BT002,Execute
O503766,HR Portal,HRP-TeamView,HRP010,Read
O503766,HR Portal,HRP-Approval,HRP011,Approve
O503766,HR Portal,HRP-BudgetView,HRP012,Read
O503766,HR Portal,HRP-HiringApproval,HRP013,Approve
O503766,Financial Reporting,FR-ExecDashboard,FR020,Read
O503766,Compliance Platform,CMP-USRegulatory,CMP010,Read
W812102,Active Directory,AD-Login,AD001,Read
W812102,Active Directory,AD-Email,AD002,Read
W812102,Active Directory,AD-Intranet,AD003,Read
W812102,HR Portal,HRP-SelfService,HRP001,Read
W812102,HR Portal,HRP-TimeEntry,HRP002,Write
W812102,Compliance Training,CT-AnnualCert,CT001,Execute
W812102,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
W812102,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
W812102,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
W812102,Credit Risk System,CRS-PortfolioView,CRS001,Read
W812102,Credit Risk System,CRS-LossModel,CRS002,Execute
W812102,Credit Risk System,CRS-Provisioning,CRS003,Write
W812102,Operational Risk System,ORS-IncidentLog,ORS001,Write
W812102,Operational Risk System,ORS-RCSA,ORS002,Write
W812102,Operational Risk System,ORS-KRI,ORS003,Read
W812102,Operational Risk System,ORS-ThirdParty,ORS004,Read
W812102,HR Portal,HRP-TeamView,HRP010,Read
W812102,HR Portal,HRP-Approval,HRP011,Approve
W812102,HR Portal,HRP-BudgetView,HRP012,Read
W812102,HR Portal,HRP-HiringApproval,HRP013,Approve
W812102,Financial Reporting,FR-ExecDashboard,FR020,Read
W812102,Compliance Platform,CMP-EURegulatory,CMP011,Read
W812102,Compliance Platform,CMP-GDPR,CMP012,Read
L379630,Active Directory,AD-Login,AD001,Read
L379630,Active Directory,AD-Email,AD002,Read
L379630,Active Directory,AD-Intranet,AD003,Read
L379630,HR Portal,HRP-SelfService,HRP001,Read
L379630,HR Portal,HRP-TimeEntry,HRP002,Write
L379630,Compliance Training,CT-AnnualCert,CT001,Execute
L379630,General Ledger,GL-JournalEntry,GL001,Write
L379630,General Ledger,GL-JournalApprove,GL002,Approve
L379630,General Ledger,GL-AccountRecon,GL003,Write
L379630,General Ledger,GL-TrialBalance,GL004,Read
L379630,Financial Reporting,FR-MgmtReports,FR001,Read
L379630,Financial Reporting,FR-RegReports,FR002,Read
L379630,Financial Reporting,FR-Consolidation,FR003,Execute
L379630,Budget System,BS-BudgetEntry,BS001,Write
L379630,Budget System,BS-Forecast,BS002,Write
L379630,Budget System,BS-Variance,BS003,Read
L379630,Accounts Payable,AP-InvoiceEntry,AP001,Write
L379630,Accounts Payable,AP-PaymentRun,AP002,Execute
L379630,HR Portal,HRP-TeamView,HRP010,Read
L379630,HR Portal,HRP-Approval,HRP011,Approve
L379630,Compliance Platform,CMP-EURegulatory,CMP011,Read
L379630,Compliance Platform,CMP-GDPR,CMP012,Read
L379630,Operational Risk System,ORS-IncidentLog,ORS001,Write
C574062,Active Directory,AD-Login,AD001,Read
C574062,Active Directory,AD-Email,AD002,Read
C574062,Active Directory,AD-Intranet,AD003,Read
C574062,HR Portal,HRP-SelfService,HRP001,Read
C574062,HR Portal,HRP-TimeEntry,HRP002,Write
